Transaction_ID,Date,Type,Category,Amount,Vendor_ID,Employee_ID,Program_ID,Grant_ID,State,Payment_Method,Status,Description
T005592,2026-07-12,Income,CSR Grant,13276446,,,P007,G021,Karnataka,Cheque,Pending,CSR Grant
T005593,2026-05-29,Income,Corporate Donation,2344841,,,P015,G017,Maharashtra,NEFT,Completed,Corporate Donation
T005594,2025-04-23,Expense,Rent,-172385,V067,,P012,G004,Madhya Pradesh,Cheque,Completed,Rent
T005595,2024-12-01,Expense,Consulting,-203165,V036,,P012,G024,Rajasthan,Bank Transfer,Completed,Consulting
T005596,2025-01-12,Income,Individual Donation,59684,,,P014,G019,Karnataka,Bank Transfer,Failed,Individual Donation
T005597,2026-04-03,Income,CSR Grant,2637730,,,P014,G002,Rajasthan,Bank Transfer,Failed,CSR Grant
T005598,2024-11-29,Income,Government Grant,12150218,,,P005,G015,Uttar Pradesh,NEFT,Pending,Government Grant
T005599,2025-04-12,Expense,Training,-65308,V031,,P001,G025,Maharashtra,Bank Transfer,Pending,Training
T005600,2026-06-22,Income,Government Grant,9754004,,,P013,G020,Rajasthan,NEFT,Completed,Government Grant
T005601,2025-06-18,Income,International NGO,28976866,,,P008,G002,Rajasthan,Bank Transfer,Completed,International NGO
T005602,2025-06-09,Expense,Office Supplies,-45370,V076,,P008,G003,Karnataka,Cheque,Pending,Office Supplies
T005603,2025-12-15,Expense,Office Supplies,-11932,V043,,P005,G006,Tamil Nadu,UPI,Failed,Office Supplies
T005604,2025-06-12,Expense,Training,-95284,V096,,P003,G014,Madhya Pradesh,UPI,Pending,Training
T005605,2025-01-21,Income,CSR Grant,2661393,,,P005,G001,Gujarat,Cheque,Completed,CSR Grant
T005606,2025-02-02,Income,International NGO,24601362,,,P014,G024,Tamil Nadu,Bank Transfer,Pending,International NGO
T005607,2024-07-21,Income,Corporate Donation,150697,,,P006,G009,Madhya Pradesh,Bank Transfer,Completed,Corporate Donation
T005608,2026-01-05,Expense,Rent,-118369,V092,,P002,G008,Madhya Pradesh,Bank Transfer,Completed,Rent
T005609,2025-07-17,Expense,Utilities,-30066,V059,,P013,G010,Karnataka,RTGS,Pending,Utilities
T005610,2024-10-19,Income,CSR Grant,8657386,,,P004,G002,Gujarat,UPI,Completed,CSR Grant
T005611,2025-06-06,Income,CSR Grant,8408607,,,P006,G007,Gujarat,RTGS,Failed,CSR Grant
T005612,2025-05-07,Income,Corporate Donation,4247692,,,P005,G025,Delhi,Bank Transfer,Completed,Corporate Donation
T005613,2025-05-23,Expense,Nutrition Kits,-350248,V109,,P014,G019,Madhya Pradesh,Cheque,Completed,Nutrition Kits
T005614,2025-03-07,Expense,Consulting,-212678,V114,,P006,G024,Gujarat,Bank Transfer,Failed,Consulting
T005615,2025-05-11,Expense,IT Equipment,-204747,V011,,P014,G004,Delhi,Bank Transfer,Completed,IT Equipment
T005616,2024-10-15,Income,Corporate Donation,4221681,,,P008,G017,Karnataka,RTGS,Completed,Corporate Donation
T005617,2025-03-31,Income,Corporate Donation,1520193,,,P008,G012,Madhya Pradesh,Cheque,Completed,Corporate Donation
T005618,2025-07-25,Income,Government Grant,40764425,,,P010,G018,Madhya Pradesh,RTGS,Failed,Government Grant
T005619,2026-07-06,Income,Corporate Donation,4946302,,,P014,G025,Madhya Pradesh,UPI,Completed,Corporate Donation
T005620,2025-02-13,Income,International NGO,8816719,,,P005,G006,Maharashtra,Bank Transfer,Completed,International NGO
T005621,2025-05-14,Expense,Consulting,-156017,V023,,P001,G024,Rajasthan,UPI,Completed,Consulting
T005622,2026-02-09,Expense,Training,-97887,V017,,P012,G005,Maharashtra,NEFT,Completed,Training
T005623,2025-01-23,Income,Individual Donation,75687,,,P004,G003,Rajasthan,Cheque,Completed,Individual Donation
T005624,2024-12-28,Expense,Nutrition Kits,-146786,V095,,P007,G020,Tamil Nadu,NEFT,Completed,Nutrition Kits
T005625,2025-08-05,Expense,Training,-64562,V042,,P012,G018,Madhya Pradesh,NEFT,Failed,Training
T005626,2025-12-01,Expense,Medicines,-139774,V105,,P002,G008,Maharashtra,RTGS,Completed,Medicines
T005627,2025-06-10,Expense,Rent,-105193,V035,,P010,G017,Gujarat,NEFT,Completed,Rent
T005628,2026-06-10,Income,Corporate Donation,1530371,,,P012,G018,Uttar Pradesh,Bank Transfer,Completed,Corporate Donation
T005629,2025-10-25,Income,Government Grant,41891316,,,P001,G011,Madhya Pradesh,UPI,Completed,Government Grant
T005630,2026-07-17,Income,Government Grant,3443103,,,P005,G010,Maharashtra,Cheque,Failed,Government Grant
T005631,2025-09-11,Expense,IT Equipment,-449751,V042,,P001,G016,Uttar Pradesh,NEFT,Failed,IT Equipment
T005632,2026-01-27,Income,CSR Grant,14053018,,,P009,G009,Gujarat,NEFT,Completed,CSR Grant
T005633,2025-07-04,Income,CSR Grant,2365534,,,P004,G002,Delhi,NEFT,Completed,CSR Grant
T005634,2025-08-18,Expense,Travel,-5020,V100,,P001,G020,Rajasthan,UPI,Completed,Travel
T005635,2025-02-16,Income,CSR Grant,3930223,,,P012,G019,Delhi,Bank Transfer,Pending,CSR Grant
T005636,2025-07-31,Income,CSR Grant,7606889,,,P010,G024,Uttar Pradesh,Cheque,Failed,CSR Grant
T005637,2025-08-27,Expense,Office Supplies,-26199,V086,,P001,G011,Madhya Pradesh,RTGS,Completed,Office Supplies
T005638,2025-01-19,Expense,Travel,-19641,V023,,P013,G011,Rajasthan,UPI,Completed,Travel
T005639,2026-02-19,Expense,Travel,-20801,V027,,P004,G022,Uttar Pradesh,Bank Transfer,Failed,Travel
T005640,2025-10-13,Expense,Training,-56869,V039,,P004,G002,Gujarat,NEFT,Completed,Training
T005641,2025-03-19,Expense,Utilities,-58583,V086,,P002,G012,Tamil Nadu,Bank Transfer,Pending,Utilities
T005642,2024-07-23,Expense,Utilities,-11272,V075,,P004,G019,Delhi,RTGS,Failed,Utilities
T005643,2026-05-06,Expense,Training,-44133,V058,,P006,G025,Delhi,RTGS,Completed,Training
T005644,2025-10-15,Income,Government Grant,48978225,,,P008,G015,Tamil Nadu,RTGS,Completed,Government Grant
T005645,2026-06-14,Expense,Office Supplies,-29776,V033,,P005,G017,Karnataka,Bank Transfer,Pending,Office Supplies
T005646,2025-05-15,Expense,Training,-65372,V083,,P006,G016,Karnataka,Bank Transfer,Failed,Training
T005647,2025-07-11,Income,Government Grant,20173169,,,P009,G016,Madhya Pradesh,NEFT,Failed,Government Grant
T005648,2026-01-06,Income,International NGO,18353662,,,P001,G016,Madhya Pradesh,RTGS,Completed,International NGO
T005649,2025-01-15,Income,Government Grant,7035862,,,P006,G022,Karnataka,Bank Transfer,Completed,Government Grant
T005650,2025-07-07,Expense,Office Supplies,-27106,V034,,P008,G008,Delhi,NEFT,Pending,Office Supplies
T005651,2025-07-17,Expense,Consulting,-225865,V037,,P001,G024,Karnataka,UPI,Pending,Consulting
T005652,2026-04-03,Expense,Utilities,-13764,V117,,P015,G018,Madhya Pradesh,Bank Transfer,Completed,Utilities
T005653,2026-06-24,Income,CSR Grant,17777795,,,P011,G013,Tamil Nadu,NEFT,Pending,CSR Grant
T005654,2025-05-16,Expense,Salary,-61508,,E112,P010,G025,Maharashtra,Bank Transfer,Completed,Salary
T005655,2025-11-01,Expense,Consulting,-61802,V110,,P009,G021,Uttar Pradesh,Cheque,Completed,Consulting
T005656,2025-03-07,Income,Corporate Donation,1670795,,,P006,G003,Madhya Pradesh,Cheque,Completed,Corporate Donation
T005657,2026-01-24,Income,International NGO,5613461,,,P011,G009,Tamil Nadu,UPI,Completed,International NGO
T005658,2024-09-09,Income,Government Grant,29444526,,,P013,G014,Maharashtra,RTGS,Failed,Government Grant
T005659,2025-11-21,Income,International NGO,10480092,,,P014,G012,Tamil Nadu,RTGS,Completed,International NGO
T005660,2026-03-04,Expense,Consulting,-208828,V078,,P014,G002,Rajasthan,UPI,Completed,Consulting
T005661,2024-10-04,Expense,Rent,-153192,V055,,P014,G024,Tamil Nadu,Cheque,Completed,Rent
T005662,2024-09-30,Income,Corporate Donation,2023734,,,P009,G020,Maharashtra,Bank Transfer,Pending,Corporate Donation
T005663,2025-02-25,Income,CSR Grant,14052852,,,P011,G006,Gujarat,RTGS,Failed,CSR Grant
T005664,2024-10-10,Expense,Travel,-9802,V095,,P003,G012,Uttar Pradesh,UPI,Completed,Travel
T005665,2024-08-06,Expense,Medicines,-137571,V086,,P014,G022,Uttar Pradesh,NEFT,Failed,Medicines
T005666,2025-03-28,Income,Government Grant,12842929,,,P003,G016,Gujarat,NEFT,Completed,Government Grant
T005667,2024-12-20,Income,Corporate Donation,2108669,,,P001,G006,Delhi,Cheque,Failed,Corporate Donation
T005668,2025-08-15,Income,Corporate Donation,655716,,,P007,G018,Maharashtra,NEFT,Completed,Corporate Donation
T005669,2025-09-06,Income,Individual Donation,67404,,,P015,G020,Tamil Nadu,RTGS,Completed,Individual Donation
T005670,2026-03-16,Expense,Utilities,-43718,V042,,P009,G023,Gujarat,Bank Transfer,Failed,Utilities
T005671,2025-10-31,Expense,Travel,-11189,V082,,P003,G011,Delhi,NEFT,Completed,Travel
T005672,2025-08-09,Income,CSR Grant,10763564,,,P013,G012,Gujarat,Cheque,Failed,CSR Grant
T005673,2025-09-25,Expense,Office Supplies,-49415,V006,,P002,G017,Tamil Nadu,NEFT,Failed,Office Supplies
T005674,2026-07-19,Income,Individual Donation,9641,,,P005,G009,Delhi,Cheque,Completed,Individual Donation
T005675,2025-03-21,Income,Government Grant,45613857,,,P009,G023,Tamil Nadu,UPI,Completed,Government Grant
T005676,2025-11-18,Income,International NGO,8832093,,,P013,G006,Maharashtra,Cheque,Failed,International NGO
T005677,2025-05-07,Expense,Office Supplies,-17888,V075,,P004,G006,Karnataka,NEFT,Completed,Office Supplies
T005678,2025-12-14,Expense,Consulting,-117185,V003,,P007,G021,Maharashtra,UPI,Pending,Consulting
T005679,2026-04-20,Expense,Consulting,-234393,V099,,P011,G007,Madhya Pradesh,UPI,Completed,Consulting
T005680,2026-05-04,Expense,Medicines,-484644,V075,,P014,G010,Maharashtra,Cheque,Failed,Medicines
T005681,2025-04-01,Expense,Training,-46577,V049,,P004,G007,Rajasthan,Bank Transfer,Failed,Training
T005682,2025-01-24,Expense,Salary,-48139,,E284,P005,G012,Karnataka,NEFT,Completed,Salary
T005683,2026-01-21,Income,Corporate Donation,560022,,,P012,G004,Delhi,Cheque,Failed,Corporate Donation
T005684,2026-06-25,Income,Corporate Donation,4836870,,,P004,G014,Tamil Nadu,RTGS,Completed,Corporate Donation
T005685,2025-02-12,Income,International NGO,4093146,,,P001,G023,Tamil Nadu,UPI,Completed,International NGO
T005686,2024-12-28,Income,CSR Grant,14668464,,,P001,G008,Uttar Pradesh,NEFT,Completed,CSR Grant
T005687,2025-05-02,Income,Individual Donation,94057,,,P006,G020,Tamil Nadu,UPI,Completed,Individual Donation
T005688,2025-01-16,Expense,Utilities,-61520,V032,,P012,G024,Rajasthan,NEFT,Completed,Utilities
T005689,2026-03-22,Expense,IT Equipment,-422863,V089,,P012,G014,Maharashtra,Bank Transfer,Pending,IT Equipment
T005690,2025-02-24,Income,International NGO,21542831,,,P002,G008,Karnataka,UPI,Completed,International NGO
T005691,2024-10-01,Expense,Travel,-4030,V087,,P015,G015,Tamil Nadu,UPI,Pending,Travel
T005692,2024-08-27,Expense,Office Supplies,-29138,V059,,P011,G008,Rajasthan,NEFT,Pending,Office Supplies
T005693,2025-05-15,Expense,IT Equipment,-345191,V058,,P014,G016,Uttar Pradesh,UPI,Failed,IT Equipment
T005694,2025-07-13,Income,Individual Donation,62884,,,P004,G017,Delhi,Bank Transfer,Failed,Individual Donation
T005695,2024-12-18,Income,Individual Donation,39596,,,P014,G023,Tamil Nadu,Cheque,Failed,Individual Donation
T005696,2024-11-23,Income,Government Grant,32721532,,,P012,G020,Uttar Pradesh,RTGS,Completed,Government Grant
T005697,2026-06-17,Income,Corporate Donation,2016974,,,P010,G015,Madhya Pradesh,NEFT,Completed,Corporate Donation
T005698,2025-11-19,Expense,Training,-36787,V105,,P010,G004,Rajasthan,Cheque,Completed,Training
T005699,2025-06-03,Income,Individual Donation,18481,,,P011,G020,Karnataka,RTGS,Completed,Individual Donation
T005700,2026-06-23,Income,International NGO,9018924,,,P013,G012,Rajasthan,Bank Transfer,Completed,International NGO
T005701,2025-06-24,Expense,Utilities,-21564,V019,,P004,G003,Tamil Nadu,RTGS,Completed,Utilities
T005702,2025-04-09,Expense,Consulting,-297994,V116,,P003,G006,Gujarat,Cheque,Completed,Consulting
T005703,2025-03-16,Income,Individual Donation,6825,,,P001,G018,Tamil Nadu,UPI,Pending,Individual Donation
T005704,2025-02-28,Expense,Medicines,-68155,V032,,P006,G003,Madhya Pradesh,RTGS,Completed,Medicines
T005705,2026-01-22,Expense,Training,-47475,V115,,P001,G021,Karnataka,UPI,Completed,Training
T005706,2025-01-04,Expense,Office Supplies,-10896,V112,,P001,G009,Madhya Pradesh,UPI,Completed,Office Supplies
T005707,2025-04-10,Expense,Salary,-146046,,E075,P005,G023,Delhi,Bank Transfer,Pending,Salary
T005708,2024-12-04,Expense,Salary,-89776,,E142,P009,G012,Karnataka,RTGS,Completed,Salary
T005709,2024-12-16,Income,Individual Donation,13769,,,P013,G006,Rajasthan,Bank Transfer,Failed,Individual Donation
T005710,2025-11-01,Expense,Consulting,-72363,V020,,P012,G004,Madhya Pradesh,RTGS,Completed,Consulting
T005711,2026-03-05,Expense,Consulting,-191275,V083,,P013,G022,Rajasthan,UPI,Pending,Consulting
T005712,2025-04-06,Income,CSR Grant,2824793,,,P007,G007,Uttar Pradesh,UPI,Completed,CSR Grant
T005713,2025-06-04,Income,Government Grant,11946260,,,P001,G009,Delhi,NEFT,Completed,Government Grant
T005714,2025-02-06,Expense,Office Supplies,-43635,V055,,P008,G013,Uttar Pradesh,RTGS,Completed,Office Supplies
T005715,2026-04-20,Income,CSR Grant,18082987,,,P002,G008,Madhya Pradesh,NEFT,Completed,CSR Grant
T005716,2026-02-07,Income,International NGO,26491003,,,P010,G025,Rajasthan,NEFT,Completed,International NGO
T005717,2025-06-08,Expense,Training,-17785,V026,,P014,G017,Delhi,NEFT,Completed,Training
T005718,2025-07-06,Income,Government Grant,13122628,,,P009,G016,Rajasthan,Cheque,Completed,Government Grant
T005719,2024-10-29,Income,Government Grant,28931633,,,P003,G024,Maharashtra,UPI,Completed,Government Grant
T005720,2026-07-06,Income,Government Grant,43735951,,,P006,G018,Maharashtra,UPI,Completed,Government Grant
T005721,2025-02-04,Income,International NGO,20127563,,,P012,G024,Madhya Pradesh,Cheque,Completed,International NGO
T005722,2025-12-16,Expense,Office Supplies,-32740,V039,,P002,G021,Delhi,Bank Transfer,Completed,Office Supplies
T005723,2026-04-20,Expense,Nutrition Kits,-288782,V044,,P003,G005,Karnataka,RTGS,Completed,Nutrition Kits
T005724,2025-01-26,Expense,Rent,-104819,V040,,P007,G018,Delhi,Cheque,Failed,Rent
T005725,2025-10-02,Expense,Consulting,-298979,V089,,P011,G013,Karnataka,NEFT,Completed,Consulting
T005726,2025-07-28,Income,CSR Grant,1575635,,,P010,G002,Rajasthan,RTGS,Completed,CSR Grant
T005727,2025-07-14,Expense,Salary,-31052,,E051,P003,G020,Uttar Pradesh,Bank Transfer,Completed,Salary
T005728,2025-12-21,Income,Individual Donation,47427,,,P008,G015,Madhya Pradesh,Bank Transfer,Completed,Individual Donation
T005729,2025-11-27,Expense,Salary,-119024,,E065,P013,G017,Rajasthan,Cheque,Pending,Salary
T005730,2025-12-03,Expense,Utilities,-31166,V068,,P013,G001,Maharashtra,Cheque,Failed,Utilities
T005731,2026-03-14,Income,Government Grant,26098230,,,P001,G020,Gujarat,NEFT,Completed,Government Grant
T005732,2026-02-02,Income,CSR Grant,19325552,,,P010,G008,Gujarat,UPI,Completed,CSR Grant
T005733,2025-12-02,Expense,Medicines,-264862,V096,,P012,G021,Tamil Nadu,NEFT,Pending,Medicines
T005734,2024-08-07,Income,Government Grant,23958409,,,P004,G005,Maharashtra,Cheque,Completed,Government Grant
T005735,2024-12-14,Income,CSR Grant,9686895,,,P010,G011,Uttar Pradesh,Cheque,Pending,CSR Grant
T005736,2026-06-26,Income,International NGO,21461045,,,P008,G023,Maharashtra,Bank Transfer,Completed,International NGO
T005737,2026-04-15,Income,CSR Grant,10585471,,,P015,G009,Uttar Pradesh,Bank Transfer,Completed,CSR Grant
T005738,2025-04-07,Expense,Office Supplies,-22150,V100,,P010,G013,Gujarat,Bank Transfer,Completed,Office Supplies
T005739,2026-06-29,Income,International NGO,23057468,,,P015,G020,Tamil Nadu,Bank Transfer,Completed,International NGO
T005740,2024-11-09,Income,CSR Grant,2012325,,,P013,G010,Madhya Pradesh,RTGS,Failed,CSR Grant
T005741,2024-08-16,Income,Government Grant,35733006,,,P002,G002,Rajasthan,RTGS,Completed,Government Grant
T005742,2024-09-29,Expense,Office Supplies,-36642,V076,,P008,G004,Tamil Nadu,NEFT,Completed,Office Supplies
T005743,2025-09-12,Income,Corporate Donation,4321011,,,P002,G001,Gujarat,UPI,Completed,Corporate Donation
T005744,2025-06-27,Income,CSR Grant,17008922,,,P003,G024,Uttar Pradesh,RTGS,Completed,CSR Grant
T005745,2026-03-02,Expense,Training,-46902,V084,,P008,G005,Karnataka,NEFT,Completed,Training
T005746,2025-11-20,Income,Government Grant,36428111,,,P002,G006,Delhi,RTGS,Completed,Government Grant
T005747,2026-04-21,Income,International NGO,17385607,,,P011,G008,Madhya Pradesh,NEFT,Completed,International NGO
T005748,2025-12-15,Expense,Consulting,-225651,V117,,P011,G011,Tamil Nadu,RTGS,Pending,Consulting
T005749,2025-11-20,Expense,Medicines,-402800,V042,,P013,G011,Karnataka,Bank Transfer,Pending,Medicines
T005750,2025-08-09,Expense,Rent,-194819,V104,,P006,G019,Uttar Pradesh,Bank Transfer,Completed,Rent
T005751,2025-01-22,Expense,Training,-97600,V006,,P001,G021,Karnataka,RTGS,Completed,Training
T005752,2024-09-12,Expense,Salary,-149057,,E109,P002,G025,Tamil Nadu,UPI,Pending,Salary
T005753,2024-10-24,Expense,Office Supplies,-17208,V094,,P010,G009,Tamil Nadu,Bank Transfer,Completed,Office Supplies
T005754,2025-10-25,Expense,Rent,-77743,V091,,P003,G022,Uttar Pradesh,Bank Transfer,Failed,Rent
T005755,2026-04-16,Income,Government Grant,45976139,,,P007,G007,Rajasthan,NEFT,Completed,Government Grant
T005756,2024-10-12,Expense,Consulting,-112926,V102,,P005,G012,Delhi,RTGS,Completed,Consulting
T005757,2025-12-29,Income,Corporate Donation,948537,,,P004,G007,Uttar Pradesh,UPI,Completed,Corporate Donation
T005758,2025-12-11,Expense,IT Equipment,-285561,V029,,P014,G005,Rajasthan,Bank Transfer,Completed,IT Equipment
T005759,2024-10-13,Expense,Consulting,-281332,V029,,P010,G001,Maharashtra,NEFT,Pending,Consulting
T005760,2026-01-12,Income,International NGO,25553262,,,P007,G003,Madhya Pradesh,UPI,Completed,International NGO
T005761,2025-04-27,Income,Corporate Donation,2764114,,,P012,G004,Gujarat,RTGS,Pending,Corporate Donation
T005762,2024-11-22,Income,Corporate Donation,849751,,,P002,G008,Maharashtra,Bank Transfer,Failed,Corporate Donation
T005763,2024-12-14,Income,CSR Grant,18247526,,,P014,G015,Gujarat,Bank Transfer,Completed,CSR Grant
T005764,2025-08-03,Income,Corporate Donation,3371484,,,P003,G019,Gujarat,RTGS,Completed,Corporate Donation
T005765,2024-07-25,Income,International NGO,13711675,,,P010,G012,Tamil Nadu,Cheque,Completed,International NGO
T005766,2026-06-05,Income,Individual Donation,38460,,,P005,G021,Maharashtra,UPI,Completed,Individual Donation
T005767,2025-07-14,Income,CSR Grant,1330138,,,P008,G025,Karnataka,NEFT,Completed,CSR Grant
T005768,2025-05-11,Income,Government Grant,20854016,,,P004,G010,Delhi,Cheque,Failed,Government Grant
T005769,2026-06-01,Income,Government Grant,38996356,,,P008,G022,Uttar Pradesh,UPI,Completed,Government Grant
T005770,2024-12-04,Income,Individual Donation,40168,,,P002,G007,Rajasthan,Bank Transfer,Completed,Individual Donation
T005771,2025-07-14,Income,Government Grant,45439589,,,P013,G017,Rajasthan,UPI,Pending,Government Grant
T005772,2025-05-03,Income,Individual Donation,79627,,,P010,G013,Tamil Nadu,UPI,Failed,Individual Donation
T005773,2025-03-25,Expense,Nutrition Kits,-394452,V090,,P002,G022,Rajasthan,Cheque,Completed,Nutrition Kits
T005774,2025-02-23,Income,International NGO,21073398,,,P006,G016,Uttar Pradesh,Cheque,Completed,International NGO
T005775,2026-05-25,Expense,Travel,-9712,V019,,P005,G003,Uttar Pradesh,Bank Transfer,Pending,Travel
T005776,2025-12-15,Income,International NGO,7040128,,,P003,G014,Madhya Pradesh,RTGS,Completed,International NGO
T005777,2025-04-19,Expense,Salary,-98372,,E151,P014,G001,Uttar Pradesh,UPI,Completed,Salary
T005778,2025-03-22,Income,Corporate Donation,528008,,,P014,G006,Rajasthan,RTGS,Completed,Corporate Donation
T005779,2024-11-05,Income,CSR Grant,2538427,,,P012,G025,Tamil Nadu,Bank Transfer,Completed,CSR Grant
T005780,2025-01-04,Income,Individual Donation,39403,,,P011,G019,Karnataka,UPI,Pending,Individual Donation
T005781,2026-03-29,Income,Government Grant,25570493,,,P014,G022,Uttar Pradesh,Bank Transfer,Completed,Government Grant
T005782,2025-12-27,Income,CSR Grant,19544900,,,P014,G007,Delhi,Cheque,Completed,CSR Grant
T005783,2026-01-04,Expense,Salary,-42191,,E286,P006,G023,Delhi,Bank Transfer,Failed,Salary
